,Brands,Models,Transmission,Colour,Mileage,Year,Prices
211,31,135,0,109,159000,4,15000
212,31,135,1,51,165758,4,14950
213,31,135,0,105,96719,4,20945
214,31,135,0,8,88512,4,19945
215,31,135,0,109,115226,4,18500
216,31,135,0,109,146446,4,17950
217,31,135,0,101,158852,4,16950
218,31,135,0,77,150850,4,16950
219,31,135,0,123,138400,4,16500
220,31,135,0,8,112651,4,16350
221,31,135,0,55,114260,4,15950
222,31,135,0,12,152906,4,15500
223,31,135,0,109,219146,4,15000
224,31,135,0,51,191000,5,13500
225,31,135,0,8,117823,5,13500
226,31,135,0,109,107628,5,13500
227,31,135,0,51,185070,5,11950
228,31,135,0,8,155142,6,13500
229,31,135,0,109,264757,6,10950
230,31,135,0,101,163986,6,11950
231,31,135,0,51,122000,6,11950
232,31,135,0,109,45060,2,25500
233,31,135,0,101,99105,2,24500
234,31,135,0,12,55000,2,23500
235,31,135,1,51,74511,2,22950
236,31,135,1,51,73141,2,22500
237,31,135,1,12,86212,2,22000
238,31,135,0,109,42202,3,23000
239,31,135,0,101,108141,3,20450
240,31,135,0,8,145200,3,18750
241,31,135,1,12,210321,3,17950
242,31,135,1,123,124681,3,23950
243,31,135,0,12,88512,3,23500
244,31,135,0,8,34739,3,23500
245,31,135,1,109,68717,3,21950
246,31,135,1,8,66216,3,21950
247,31,135,0,109,75911,3,21500
248,31,135,0,51,95891,3,21000
249,31,135,0,101,112651,3,20950
250,31,135,0,8,117432,3,20500
251,31,135,0,12,105765,3,20500
252,31,135,0,8,100300,3,20500
253,31,135,0,12,99455,3,20500
254,31,135,0,109,100192,3,19500
255,31,135,0,101,99313,3,19500
256,31,135,0,12,98972,3,19450
257,31,135,0,12,146446,3,18950
258,31,135,1,109,98006,3,18950
259,31,135,0,51,90010,3,18950
260,31,135,0,51,83684,3,18950
261,31,98,1,18,238963,5,10500
262,31,98,0,8,170615,5,10450
263,31,98,0,51,102801,6,12500
264,31,98,1,8,133931,6,10450
265,31,98,0,12,359286,7,8000
266,31,98,0,12,276800,12,3000
267,31,135,1,101,2,-1,42500
268,31,135,1,123,3000,0,44945
269,31,135,0,37,10000,0,39945
270,31,135,0,51,20,0,37950
271,31,135,1,34,11426,0,42745
272,31,135,1,51,6136,0,39945
273,31,135,1,33,100,0,37845
274,31,135,1,99,25,0,37845
275,31,135,0,12,25926,1,31950
276,31,135,0,8,46000,1,31945
277,31,135,1,8,46557,2,29500
278,31,135,0,109,80141,2,26950
279,31,135,0,12,78141,2,26950
280,31,135,0,18,71568,2,26950
281,31,135,0,51,76171,2,26500
282,31,135,0,8,48362,2,25500
283,31,135,0,109,45060,2,25500
284,31,98,0,8,72000,2,18500
285,31,98,0,12,71082,2,17500
286,31,98,0,8,65624,3,17945
287,31,98,0,93,92000,3,16945
288,31,98,0,51,47918,3,16950
289,31,98,0,51,116835,3,16945
290,31,98,0,8,94223,3,16500
291,31,98,0,12,87548,3,16500
292,31,98,0,12,82141,3,16000
293,31,98,1,12,78350,3,15000
294,31,98,0,109,62897,4,16500
295,31,98,0,109,134000,4,13000
296,31,98,0,51,103843,4,15950
297,31,98,0,51,96495,4,15000
298,31,98,0,51,86233,4,15000
299,31,98,0,51,79164,4,15000
300,31,98,0,8,86644,4,14500
301,31,98,0,109,81600,4,14500
302,31,98,0,8,105405,4,14000
303,31,98,0,51,101653,4,14000
304,31,98,0,8,125006,4,13500
305,31,98,0,109,123000,4,13500
306,31,98,0,109,151274,5,12450
307,31,98,0,109,99987,5,13500
308,31,98,0,109,86902,5,13450
309,31,98,0,8,108678,5,13000
310,31,98,0,109,155637,5,12500
311,31,98,0,18,113600,5,12500
312,31,98,0,8,59500,5,11950
313,31,98,0,51,131700,5,10950
314,31,81,1,109,176500,6,10950
315,31,81,0,8,201163,7,14750
316,31,81,1,109,61153,7,13950
317,31,81,0,51,127200,7,11950
318,31,81,0,12,175080,7,10950
319,31,81,0,12,205585,7,10500
320,31,81,0,51,298607,7,8500
321,31,81,0,8,142275,9,9500
322,31,81,0,51,235658,9,8000
323,31,81,0,109,169781,9,7950
324,31,81,0,109,177023,10,6950
325,31,81,0,12,269678,10,6000
326,31,81,0,12,215331,12,4000
327,31,81,0,101,298742,13,2450
328,31,81,0,101,189644,15,2750
329,31,82,0,109,277582,8,7500
330,31,82,0,109,166653,14,2400
331,31,83,1,8,68000,3,22450
332,31,83,0,51,23000,3,22000
333,31,83,1,51,106705,3,21500
334,31,83,0,8,52141,3,18500
335,31,83,1,46,119857,5,15500
336,31,83,0,51,68477,5,14000
337,31,89,1,123,3,0,41500
338,31,98,0,12,46000,2,22000
339,31,98,0,12,35395,2,19500
340,31,81,0,8,78000,3,17500
341,31,81,0,101,65441,3,17500
342,31,81,0,8,114260,3,16995
343,31,81,0,101,136353,3,16500
344,31,81,1,109,183460,3,15750
345,31,81,0,101,108495,3,11500
346,31,81,0,8,102630,4,17500
347,31,81,1,101,55086,4,17500
348,31,81,0,51,43702,4,17500
349,31,81,1,8,128200,4,16450
350,31,81,0,46,70500,4,15995
351,31,81,0,101,66834,4,16500
352,31,81,0,123,133572,4,15750
353,31,81,0,8,128785,4,15500
354,31,81,0,8,105329,4,15500
355,31,81,0,12,182265,4,13950
356,31,81,0,123,159308,4,12950
357,31,81,0,51,73710,5,16945
358,31,81,0,8,128000,5,15945
359,31,81,0,123,122307,5,13995
360,31,81,0,89,85685,5,13895
361,31,81,0,51,233728,5,13500
362,31,81,0,12,158838,5,12450
363,31,81,0,101,165758,5,11950
364,31,81,0,109,164149,6,11950
365,31,81,0,12,166800,6,10950
366,31,81,1,8,135382,6,13500
367,31,81,0,8,161430,6,12995
368,31,81,0,51,126475,6,12500
369,31,81,0,109,228521,6,12450
370,31,81,0,109,70806,2,22945
371,31,81,0,101,78000,2,19000
372,31,81,1,51,53295,2,25500
373,31,81,1,8,23996,2,24995
374,31,81,1,51,27979,2,24945
375,31,81,1,8,32851,2,23950
376,31,81,0,123,31697,2,23945
377,31,81,0,123,56875,2,21950
378,31,81,0,8,53769,2,21945
379,31,81,0,52,74350,2,21900
380,31,81,0,55,88803,2,20945
381,31,81,0,12,33990,2,20500
382,31,81,0,109,83684,2,19495
383,31,81,0,8,85615,2,18450
384,31,81,0,123,95312,2,17950
385,31,81,0,12,94046,2,16500
386,31,81,0,12,46044,3,18500
387,31,81,0,51,64765,3,17950
388,31,81,0,109,127135,3,21995
389,31,81,0,101,22091,3,20500
390,31,81,1,12,102995,3,19945
391,31,81,0,24,88582,3,19945
392,31,81,1,123,159140,3,19925
393,31,81,0,8,51498,3,19495
394,31,81,0,51,31300,3,18500
395,31,81,0,51,112651,3,18495
396,31,81,0,109,78999,3,18495
397,31,81,0,8,92171,3,18450
398,31,81,0,123,27358,3,18250
399,31,46,0,123,170000,6,7950
400,31,46,0,123,196716,6,7450
401,31,46,0,101,365261,13,2950
402,31,47,1,51,24691,2,23500
403,31,48,0,109,13,0,36500
404,31,48,1,51,41842,2,29500
405,31,48,1,51,67000,2,24000
406,31,48,0,55,90700,3,20995
407,31,48,0,109,261539,3,14500
408,31,48,0,51,94949,7,16750
409,31,48,1,51,115791,7,15000
410,31,38,1,124,112490,3,18950
411,31,38,0,53,277121,7,10950
412,31,81,0,51,20,0,33500
413,31,81,0,96,4000,0,30945
414,31,81,0,51,20,0,29945
415,31,81,0,123,20,0,27500
416,31,81,1,123,1250,0,32945
417,31,81,0,123,19341,0,29500
418,31,81,0,101,10201,0,27500
419,31,81,1,33,16465,1,28945
420,31,81,0,51,34096,1,19950
421,31,81,0,123,42315,1,25500
422,31,81,0,101,30162,1,25000
423,31,81,0,123,14643,1,23950
424,31,81,1,51,8000,2,25500
425,31,81,0,123,74000,2,24500
426,30,95,1,8,73746,4,13950
427,30,95,0,12,303713,9,2500
428,30,122,0,122,60000,3,16500
429,30,122,0,65,34000,3,14500
430,30,122,0,8,62442,3,15995
431,30,122,0,8,91249,3,15495
432,30,122,0,15,40500,3,14000
433,31,23,1,109,14126,1,39945
434,31,23,1,33,9921,1,39845
435,31,23,1,123,25387,1,38945
436,31,23,1,51,71700,1,38500
437,31,23,0,51,52993,2,99999
438,31,29,0,101,99894,6,13500
439,31,29,0,126,169,15,4250
440,31,46,0,21,$,-1,14700
441,31,46,1,12,58000,2,24500
442,31,46,0,123,126092,2,13503
443,31,46,0,51,127753,2,13000
444,31,46,0,123,191012,3,7500
445,31,46,0,109,73605,4,12000
446,31,46,0,51,114400,4,12800
447,31,46,0,109,125000,5,10000
448,31,46,0,101,110142,5,10000
449,31,46,0,51,186006,6,8000
450,29,146,0,8,57858,4,18995
451,29,146,0,109,110768,4,18495
452,29,146,0,74,151828,4,17495
453,29,146,0,3,102900,5,17395
454,29,146,0,117,127024,6,14995
455,29,196,0,109,133865,9,6450
456,29,210,1,75,41,0,21395
457,29,210,1,118,11601,0,21495
458,29,210,0,117,15102,0,16995
459,29,210,1,51,34021,1,18000
460,29,210,0,119,28745,1,15499
461,29,210,0,43,26599,1,15299
