,Brands,Models,Transmission,Colour,Mileage,Year,Prices
1042,Audi,A1,0,Glacier White,4,-1,36301
1043,Volkswagen,Tiguan,0,Grey,136144,8,12000
1044,Nissan,Micra,0,White,25519,1,14495
1045,Volkswagen,Golf,0,Grey,73710,5,16945
1046,Isuzu,D-Max,0,White,86902,3,19750
1047,Ford,Mondeo,0,Black,197944,4,13950
1048,Volkswagen,Golf,0,Grey,64765,3,17950
1049,Skoda,Octavia,0,Black,135181,3,15250
1050,Honda,Jazz,1,Blue,132000,5,11450
1051,Kia,Pro ceed,0,Red,2499,0,22995
1052,Toyota,Auris,1,Granite Grey Bitone Metallic,66821,2,18888
1053,Volkswagen,Caddy,0,White,191012,3,7500
1054,Lexus,RC 300h,1,Sonic Titanium,28385,1,49945
1055,Volkswagen,Golf,0,White,159308,4,12950
1056,Ford,Mondeo,0,Silver,339562,12,2450
1057,Renault,Kangoo,0,White,7254,1,9050
1058,Mercedes-Benz,A-Class,0,Black,92276,3,19450
1059,Volkswagen,up!,0,Silver,168732,5,8500
1060,Volkswagen,Tiguan,0,Grey,101782,4,18000
1061,Hyundai,i10,0,White,36410,1,11900
1062,Honda,Jazz,0,Blue,64372,2,12950
1063,Volkswagen,Golf,0,Black,161430,6,12995
1064,Dacia,Duster,0,Grey,27965,1,17450
1065,Volkswagen,Polo,0,Reef Blue,30,0,18945
1066,Nissan,Qashqai,0,White,85293,4,18450
1067,Toyota,Auris,0,Silver,111000,5,11900
1068,Opel,Astra,0,Blue,156351,4,10950
1069,Volkswagen,Golf,1,White,159140,3,19925
1070,Volkswagen,Arteon,0,Grey,52993,2,99999
1071,Ford,Mondeo,0,Brown,312204,9,4950
1072,Skoda,Karoq,0,Blue,46980,2,23495
1073,Volkswagen,Golf,0,Silver,127135,3,21995
1074,Kia,Sorento,0,Grey,98000,2,29495
1075,Toyota,Auris,0,Bronze,82958,4,14950
1076,Toyota,YARIS,1,Platnium Bronze,45408,3,14995
1077,Nissan,Qashqai,0,Grey,103699,4,15950
#1078,Volkswagen,Caddy,0,Candy White,$,-1,14700
1079,Peugeot,Partner,0,Blue,77246,4,14950
1080,Volkswagen,Jetta,0,Black,65624,3,17945
1081,Volvo,XC60,0,Blue,109432,4,21950
#1082,Hyundai,i30,1,Black,$,3,15950
1083,Volkswagen,Jetta,0,Platinum Grey,92000,3,16945
1084,Mercedes-Benz,GLC-Class,1,Grey,4881,0,56945
1085,Nissan,Qashqai,0,Black,118729,4,16500
1086,Volkswagen,Golf,0,Blue,158838,5,12450
1087,Honda,CR-V,0,Silver,160930,3,18950
1088,Toyota,Camry,1,Silver,102000,6,13950
1089,Audi,A4,0,Red,126813,3,21750
1090,Volkswagen,Passat,0,Blue,25926,1,31950
1091,Volkswagen,Passat,0,Grey,122000,6,11950
1092,Volkswagen,Golf,1,Black,32851,2,23950
1093,Mazda,Mazda6,0,Red,175414,4,11725
1094,Volkswagen,Golf,0,Silver,169781,9,7950
1095,Hyundai,Tucson,0,Blue,106000,4,16995
1096,Mazda,MX-5,0,Grey,28420,4,21995
1097,Nissan,Qashqai,0,Grey,37162,1,23495
1098,Toyota,Auris,0,Silver,189000,7,6950
1099,Mercedes-Benz,E-Class,1,Black,23351,1,46945
1100,Volkswagen,Golf,0,Grey,31300,3,18500
1101,Volkswagen,Tiguan,0,Grey,58895,2,28000
1102,Hyundai,i20,0,Red,2,1,16995
1103,Volkswagen,Polo,0,White,24476,2,15450
1104,BMW,3 Series,1,Blue,18900,2,26995
1105,Audi,A3,0,Floret Silver Metallic,5,-1,35995
1106,BMW,M4,1,Grey,71614,3,56945
1107,Toyota,Prius,1,Emotional Red Pearl Finish,38503,2,23999
1108,Volkswagen,Golf,1,Grey,27979,2,24945
1109,SEAT,Leon,0,Grey,89363,5,12495
1110,Fiat,Ducato Passenger,0,White,278409,19,4500
1111,Skoda,Octavia,0,White,56326,2,18500
1112,Toyota,Corolla,1,Night Sky Black Metallic,5540,0,25895
1113,Mercedes-Benz,R-Class,1,Silver,234009,12,6950
1114,Audi,Q2,0,Manhattan Grey,10,-1,37955
1115,Volkswagen,Beetle,0,Red,99894,6,13500
#1116,Nissan,Qashqai,0,Black,$,5,13995
1117,Volkswagen,Jetta,0,Blue,87548,3,16500
1118,Audi,A4,0,Silver,172195,4,18950
1119,Audi,Q7,1,Grey,124882,3,46995
1120,Hyundai,i30,0,Grey,62000,2,15495
1121,Volkswagen,Passat,0,Black,112651,4,16350
1122,Audi,A4,0,Grey,57999,5,16450
1123,Opel,Astra,0,Grey,51150,2,13950
1124,Volkswagen,Golf,1,Grey,8000,2,25500
1125,Audi,A3,0,Atoll Blue,5,-1,38570
1126,Ford,Focus,0,Blue,54716,4,14450
1127,Audi,A3,0,Ibis White,10,-1,42605
1128,Nissan,Micra,0,Black,16267,1,14495
1129,Nissan,Qashqai,0,Grey,34505,2,21495
1130,Mercedes-Benz,E-Class,1,Blue,162490,6,15950
1131,Audi,A4,1,Red,41198,3,24450
1132,Volvo,XC40,0,White,8500,0,36995
1133,Nissan,Qashqai,0,Red,45418,1,23495
1134,Ford,Fiesta,0,Grey,51000,3,13950
1135,Volkswagen,Passat,0,Black,48362,2,25500
1136,Kia,Optima,0,White,13769,1,28995
1137,Toyota,Corolla,0,Ultra Silver Metallic,54759,2,18399
1138,Mercedes-Benz,E-Class,1,Grey,100082,3,28900
1139,Audi,A3,0,Silver,164046,8,8995
1140,MINI,Hatch,0,White,110805,6,12995
1141,Mercedes-Benz,CLA-Class,1,Grey,25565,1,35900
1142,Dacia,Sandero,0,Blue,24953,1,12950
1143,Kia,Rio,0,Brown,134676,6,8250
1144,SEAT,Arona,0,Urban Silver,30100,1,18950
1145,Toyota,Corolla,1,White,120698,31,3450
1146,Mercedes-Benz,CLS-Class,1,Grey,85509,3,31895
1147,Toyota,AYGO,0,Red Pop,39507,1,11495
1148,Volkswagen,Passat,0,Silver,146446,4,17950
1149,Suzuki,Alto,0,Grey,65981,8,3750
1150,Mercedes-Benz,CLA-Class,0,Black,66012,4,22995
1151,Volkswagen,Tiguan,0,Red,117000,3,23000
1152,Volkswagen,Beetle,0,Yellow,169,15,4250
1153,Nissan,Qashqai,0,Grey,165436,5,13500
1154,Mercedes-Benz,C-Class,1,White,2000,0,45900
1155,Toyota,Corolla,0,Platinum Bronze,51108,3,16495
1156,Ford,Focus,0,Black,166400,3,12950
1157,Skoda,Superb,0,Blue,171551,4,13950
1158,Nissan,Leaf,1,White,13000,1,36495
1159,SEAT,Leon,1,Red,8047,0,30495
1160,Skoda,Fabia,0,Grey,22530,2,14500
1161,Renault,Kadjar,0,Grey,72419,4,15950
1162,Volkswagen,Tiguan,0,Grey,113569,5,15950
1163,Toyota,YARIS,0,Silver,95559,8,7950
1164,Renault,Zoe,1,Blue,49000,1,19950
1165,Skoda,Octavia,0,Blue,9656,0,23500
1166,Nissan,X-Trail,0,Black,69200,3,24950
1167,Renault,Megane,0,Blue,23189,1,17950
1168,Audi,Q3,1,Mythos Black,5,-1,46819
1169,Audi,A6,1,Black,124640,4,21995
1170,Audi,A4,0,Black,143871,3,19950
1171,Ford,Focus,0,Blue,104605,5,11250
1172,SEAT,Alhambra,0,Blue,80465,3,26950
1173,Dacia,Sandero,0,Blue,52806,2,11950
1174,Skoda,Octavia,0,White,9656,0,24500
1175,Volkswagen,Golf,0,White,42315,1,25500
1176,Vauxhall,Insignia,0,Blue,303713,9,2500
1177,Audi,A3,0,Black,58047,3,17750
1178,Volkswagen,Golf,0,White,27358,3,18250
1179,Ford,Focus,0,Deep Impact Blue,11426,3,15950
1180,Skoda,Superb,0,Grey,150470,3,16950
1181,Porsche,911,0,Blue,167367,18,22750
1182,Volkswagen,Passat,0,Blue,55000,2,23500
1183,Ford,Ka,0,Black,88157,4,8225
1184,Audi,Q3,0,Black,52785,3,25450
1185,Toyota,Prius,1,Ultra Silver Metallic,71980,2,22999
1186,Subaru,Outback,1,Grey,52000,1,38995
1187,Volkswagen,Tiguan,0,Atlantic Blue,19216,0,37945
1188,Audi,A6,1,White/black Leather,189897,3,24950
1189,Toyota,Auris,1,Nebula Blue Bitone Metallic,64727,2,18888
1190,Skoda,Rapid,0,Red,18278,1,17995
1191,Skoda,Octavia,0,Grey,165000,4,13495
1192,Skoda,Fabia,0,White,9142,3,12950
1193,Skoda,Karoq,0,Blue,32991,2,24995
1194,Volkswagen,Jetta,0,Black,59500,5,11950
1195,Volkswagen,Tiguan,0,White,138400,4,16995
#1196,Hyundai,Tucson,0,Black,$,4,20950
1197,Kia,Ceed,0,White,218865,6,8950
1198,Opel,Astra,0,Silver,133000,4,11450
1199,Volkswagen,Golf,1,Black,23996,2,24995
1200,Citroen,Grand C4 Picasso,0,Red,112638,6,10750
1201,Toyota,Auris,1,Grey,18250,3,17950
1202,Audi,A6,1,Brilliant Black,5,-1,57636
1203,Volkswagen,Passat,1,Deep Black,100,0,37845
1204,Opel,Astra,0,White,11828,2,17500
1205,Audi,A3,1,Brilliant Black,2,-1,39818
1206,Volkswagen,Passat,0,Blue,105765,3,20500
1207,Volkswagen,Passat,0,Brown,71568,2,26950
1208,Audi,Q3,1,Navarra Blue,5,-1,47801
1209,Mercedes-Benz,E-Class,1,Silver,96325,4,21950
1210,Toyota,Camry,1,White,132999,6,13950
1211,Hyundai,ix35,0,Silver,103500,6,8100
1212,Nissan,Qashqai,0,White,44137,2,19995
1213,Hyundai,Tucson,0,Silver,75000,3,18500
1214,Renault,Captur,1,Silver,83901,2,16750
1215,Nissan,Qashqai,0,Grey,28747,1,23495
1216,Ford,Fiesta,0,Grey,46400,1,14750
1217,Volkswagen,Passat,0,Silver,219146,4,15000
1218,Volkswagen,Golf,0,Blue,269678,10,6000
1219,Skoda,Kodiaq,1,Black,54716,3,31495
1220,Volvo,XC60,0,Blue,112651,4,22995
1221,Volkswagen,Passat,0,Red,108141,3,20450
1222,Opel,Astra,0,Silver,51600,2,14950
1223,Hyundai,ix35,0,White,118035,5,15995
1224,Renault,Kadjar,0,Red,14830,1,24450
1225,Opel,Insignia,0,Blue,111364,3,16950
1226,Mercedes-Benz,E-Class,1,Blue,40962,2,34900
1227,Volkswagen,Passat,0,Black,100300,3,20500
1228,Audi,A6,0,Grey,163120,9,10995
1229,Audi,Q3,1,Nardo Grey,5,-1,99320
1230,Renault,Clio,0,Blue,28996,1,15950
1231,Toyota,C-HR,1,Ash Grey,47207,3,21995
1232,Volkswagen,Touran,0,Beige,72845,3,22495
1233,Kia,XCeed,0,Grey,105,0,22995
1234,Renault,Captur,0,Grey,28262,1,17450
1235,Mercedes-Benz,GLE-Class,1,Cavansite Blue,18526,0,83900
1236,Toyota,YARIS,0,Silver,123916,12,3950
1237,Volkswagen,Tiguan,0,Grey,95697,3,27000
1238,Renault,Grand Scenic,0,Grey,15643,1,25450
1239,Citroen,Grand C4 Picasso,0,Silver,132000,6,11495
1240,Volkswagen,T-Cross,0,Black,15956,0,27500
1241,Toyota,Corolla,0,Black,205000,13,3000
1242,SEAT,Alhambra,1,Grey,19,0,44995
1243,Volkswagen,Tiguan,0,Gold,98500,2,29500
1244,SEAT,Ateca,0,White,16999,1,29495
1245,Peugeot,308,0,White,151274,4,9450
1246,Skoda,Octavia,1,Red,77246,2,18950
1247,Toyota,Avensis,0,Grey,132300,5,11950
1248,Toyota,Prius,1,Ultra Silver,44108,2,23995
1249,Volkswagen,Passat,0,Reflex Silver,96719,4,20945
1250,Dacia,Sandero,0,Black,13100,1,13950
1251,Skoda,Octavia,0,Blue,24476,2,19795
1252,Toyota,YARIS,1,Ash Grey Metallic,86092,3,14799
1253,Toyota,YARIS,0,Ultra Silver Metallic,28745,1,15499
1254,BMW,5 Series,1,Blue,29933,1,37995
1255,Volvo,V40,0,Black,39000,3,21995
1256,Mazda,CX-5,0,Black,125000,7,12950
1257,Fiat,Bravo,0,Blue,2,12,1950
1258,Skoda,Octavia,0,Grey,141618,4,18995
1259,Nissan,Qashqai,0,Silver,177479,7,8500
1260,Toyota,Corolla,0,Ultra Silver,39206,2,16495
1261,Ford,Focus,0,Blue,91730,3,14750
1262,Audi,Q3,0,Black,63970,3,26450
1263,Audi,A3,0,Navarra Blue,10,-1,42418
1264,Citroen,Grand C4 Picasso,0,Red,37014,4,17950
1265,Mercedes-Benz,CLA-Class,1,Mountain Grey Metallic,18,-1,43650
1266,Volkswagen,Tiguan Allspace,0,Black,20,0,43500
1267,Volkswagen,Caddy,0,Silver,73605,4,12000
1268,Toyota,C-HR,1,Metal Stream Metallic,48700,1,27999
1269,Audi,A3,0,Navarra Blue,10,-1,42418
1270,Honda,CR-V,0,Red,164565,4,16950
1271,Toyota,C-HR,0,Night Sky Black,106420,3,17495
1272,Mercedes-Benz,C-Class,1,Grey,89006,3,24900
1273,Nissan,Qashqai,0,Grey,47000,3,19495
1274,Volkswagen,Touran,0,Black,134353,5,14500
#1275,Volvo,XC70,0,Brown,$,2,55995
1276,Fiat,Doblo,0,Beige,17702,5,9995
1277,Nissan,Qashqai,0,Grey,28326,1,23495
1278,Hyundai,Santa Fe,1,White,17000,1,46995
1279,Volkswagen,Golf,0,Black,78000,3,17500
1280,Volkswagen,Tiguan,0,Blue,85875,4,17500
1281,Citroen,C4 Cactus,0,Grey,32999,1,17995
1282,Citroen,C4,0,Red,48910,5,9995
1283,Toyota,Prius,1,Silver,136000,5,13750
1284,Volkswagen,T-Cross,0,White,15489,0,28500
1285,Nissan,Leaf,1,Silver,7060,1,24995
1286,Volkswagen,Tiguan,1,White,43455,2,31950
1287,Ford,Focus,0,White,74564,2,16500
1288,Toyota,Auris,1,Blue,117479,3,16850
1289,Audi,A6,0,Silver,78603,4,23950
1290,Toyota,Prius+,1,Silver,145000,5,13950
1291,Kia,Sportage,0,Grey,73830,2,24995
#1292,Kia,Stonic,0,Grey,$,0,22995
1293,Nissan,Qashqai,0,Grey,159140,3,13725
1294,Volkswagen,Golf,0,Gold,70500,4,15995
1295,Ford,Focus,0,Black,16994,1,21450
1296,Volkswagen,Tiguan,0,White,147364,5,15000
1297,Dacia,Duster,0,Brown,31723,1,18450
1298,Mercedes-Benz,E-Class,1,Blue,4490,0,52995
1299,Nissan,Qashqai,1,Blue,47007,2,21495
1300,Volkswagen,Passat,0,Blue,78141,2,26950
1301,Nissan,Micra,0,Grey,20337,1,13995
#1302,Volkswagen,Polo,0,Reflex Silver,$,0,20945
1303,Renault,Megane,0,Red,60249,3,14950
1304,Ford,Mondeo,0,Grey,96503,3,17950
1305,Nissan,Qashqai,0,Black,149900,5,8000
1306,BMW,3 Series,0,Black,195691,10,6750
1307,Mercedes-Benz,A-Class,0,Denim Blue Metallic,7,-1,37780
1308,Volvo,V40,1,White,36343,2,23995
1309,Mercedes-Benz,A-Class,1,Blue,10,-1,43984
1310,Toyota,Aqua,1,Silver,148000,3,13950
1311,Kia,Venga,0,Silver,67546,8,6995
1312,Land Rover,Range Rover,1,Black,154943,5,54995
1313,Renault,Megane,0,Red,10000,1,18950
1314,Volvo,V40,0,Silver,77411,3,17995
1315,Volkswagen,Shuttle,1,Grey,69000,2,34995
1316,Hyundai,Tucson,0,Grey,141002,4,15995
1317,Volvo,V40,0,Red,99500,5,14995
1318,Audi,Q5,1,Black,129436,9,15950
1319,Toyota,Auris,1,Night Sky Black Metallic,20542,1,22499
1320,Renault,Captur,0,Silver,52759,2,15250
1321,Volkswagen,Golf,0,Red,66834,4,16500
1322,Audi,A6,1,Vesuvius Grey,10,-1,69900
1323,Audi,A4,1,Ibis White,5,-1,47284
1324,Volkswagen,Tiguan,0,Grey,73139,3,24500
1325,Volkswagen,Passat,1,Blue,86212,2,22000
1326,Renault,Kadjar,0,Black,22200,1,24450
1327,Renault,Megane,1,Silver,71886,2,16750
1328,Mercedes-Benz,E-Class,1,Grey,123604,4,23995
1329,Suzuki,SX4,0,Green,72097,4,13950
1330,Audi,A4,1,Brilliant Black,2,-1,46796
1331,Toyota,Prius+,1,Premium Dark Blue,20803,1,32495
1332,Skoda,Superb,1,Business Grey,85400,2,19500
1333,Skoda,Fabia,0,Red,2500,4,12500
1334,Skoda,Octavia,0,Black,153408,3,13495
1335,Hyundai,i40,0,Black,199851,6,9500
1336,Volkswagen,Tiguan,0,White,268573,7,11500
#1337,Kia,Ceed,0,Grey,$,0,24995
1338,Toyota,RAV4,0,Silver,110768,4,18495
1339,Volkswagen,Passat,0,Blue,146446,3,18950
1340,Vauxhall,Mokka,0,Black,62442,3,15995
1341,Volkswagen,Passat,0,White,132569,3,18500
1342,Mazda,CX-5,0,Black,9000,0,35495
1343,Skoda,Rapid,0,Grey,56987,2,15995
1344,Audi,A4,0,Tango Red,167367,4,16950
1345,Opel,Insignia,0,White,170600,7,6950
1346,Renault,Captur,0,Grey,38917,1,16450
1347,Ford,Focus,0,Grey,70624,3,16995
1348,Dacia,Logan,0,Red,25,1,14950
1349,Hyundai,Tucson,0,White,74000,3,18995
1350,BMW,3 Series,1,Orange,74028,3,26950
1351,Toyota,RAV4,0,Ultra Silver,127024,6,14995
1352,Skoda,Octavia,0,Brown,131499,5,12995
1353,Citroen,Grand C4 Picasso,0,Silver,127135,4,15750
1354,Hyundai,Santa Fe,0,Black,76400,3,26500
1355,Volkswagen,Tiguan,0,Silver,175805,11,8950
1356,Audi,A4,1,Manhattan Grey,5,-1,48537
1357,Renault,Megane,0,White,148056,4,11850
1358,Skoda,Superb,0,Black,72972,2,27450
1359,Ford,Focus,0,Grey,74028,3,14995
1360,Kia,Sportage,1,Blue,36209,1,31950
#1361,Nissan,Juke,0,Grey,$,0,24995
1362,Volkswagen,Golf,0,White,31697,2,23945
1363,Volkswagen,Passat,1,Black,66216,3,21950
1364,Renault,Captur,1,White,160333,5,13500
1365,Toyota,Corolla,0,Grey,44999,3,16495
1366,Toyota,YARIS,0,Pure White Finish,63612,3,12799
1367,Volkswagen,Tiguan,0,Black,129494,5,16995
1368,Volkswagen,Passat,0,Blue,88512,3,23500
1369,Ford,Kuga,0,Blue,48279,3,20450
#1370,Volvo,XC60,1,Blue,$,0,54995
1371,Volvo,XC90,1,Osmuim Grey,50371,1,65950
#1372,Volvo,XC60,1,Blue,$,-1,56591
1373,Mercedes-Benz,S-Class,1,Indium Silver Metallic,27680,2,64945
1374,Audi,A4,0,Silver,147999,6,14995
1375,Volkswagen,Jetta,0,Silver,86902,5,13450
1376,Renault,Scenic,0,Red,17172,1,25950
1377,Hyundai,i10,1,Red,33002,1,14850
1378,Toyota,C-HR,1,Grey,46114,1,25950
1379,Land Rover,Discovery Sport,1,Grey,68000,5,24900
1380,Mercedes-Benz,E-Class,1,Black,84443,4,25900
1381,Opel,Grandland X,0,Grey,23198,1,26500
1382,Volkswagen,Golf,0,White,95312,2,17950
1383,Mercedes-Benz,C-Class,1,Obsidian Black,15,0,46900
1384,Lexus,CT200H,1,Mercury Grey,20948,2,27945
1385,BMW,5 Series,1,Blue,119893,4,19995
1386,BMW,5 Series,1,Black,72000,5,17995
1387,Hyundai,i10,1,White,40405,1,13950
1388,Skoda,Octavia,1,Blue,21436,1,22995
1389,Volkswagen,Caddy Maxi Life,1,Grey,115791,7,15000
1390,Toyota,RAV4,1,Black,85829,3,25950
1391,Audi,A3,0,Black,39106,3,19950
1392,Volkswagen,Tiguan,0,Silver,105567,4,18500
1393,Nissan,X-Trail,0,Black,246100,4,15950
1394,Volkswagen,Golf,0,White,19341,0,29500
1395,Land Rover,Discovery,1,Black (Metallic),66000,2,51750
1396,Toyota,Aqua,1,Purple,125000,5,10750
1397,Renault,Megane,0,Grey,17,1,18950
1398,Renault,Clio,0,Grey,33795,1,12725
1399,Volkswagen,Golf,0,Black,128785,4,15500
1400,Kia,Picanto,0,White,80465,3,9950
1401,Volkswagen,Tiguan,0,Gold,39029,2,31950
1402,Hyundai,i40,1,Silver,125500,6,9995
1403,Skoda,Superb,1,Black,165758,3,16950
1404,Hyundai,ix20,0,Blue,59825,4,11500
1405,Toyota,Camry,1,Silver,133000,8,12950
1406,Opel,Insignia,0,Darkmoon Blue,13784,0,32500
1407,Hyundai,Santa Fe,0,White,94788,4,24950
1408,Volkswagen,up!,0,White,111364,4,7950
#1409,Volvo,S90,1,Grey,$,-1,56658
1410,SEAT,Arona,1,Grey,16,0,22495
1411,Skoda,Octavia,0,Grey,71500,3,16995
1412,Audi,A5,0,Black/black Leather,217000,8,11950
1413,Hyundai,Tucson,0,Blue,65655,3,20950
1414,Volkswagen,Jetta,0,Black,125006,4,13500
1415,Peugeot,2008,0,Grey,44500,2,14450
1416,Audi,A4,1,Manhattan Grey,2,-1,47990
1417,Nissan,Qashqai,0,Grey,37027,2,20995
1418,Toyota,Auris,0,Ultra Silver,49108,2,18995
1419,Volkswagen,Golf,0,Silver,70806,2,22945
1420,Ford,Focus,0,Silver,56000,4,14500
1421,Toyota,Corolla,1,Ultra Silver Metallic,17000,0,27999
1422,Renault,Kadjar,1,Grey,67909,3,19250
1423,Mercedes-Benz,E-Class,1,Emerald Green,10,-1,68528
1424,Ford,Focus,0,Silver,201163,12,2500
1425,Skoda,Fabia,0,Grey,53912,3,10250
1426,Mazda,CX-5,0,Red,179999,5,14995
1427,Toyota,Corolla,1,Ultra Silver Metallic,8050,0,24395
1428,Hyundai,Tucson,0,White,152884,4,14950
1429,Ford,S-Max,0,Grey,35405,3,24450
1430,Volkswagen,Tiguan,0,Tungsten Silver,12586,0,37945
1431,Volkswagen,Golf,0,Grey,34096,1,19950
1432,Audi,Q2,0,Navarra Blue,5,-1,37955
1433,Skoda,Kodiaq,1,White,210200,3,25950
1434,Mercedes-Benz,GLC-Class,1,Grey,1704,0,66900
1435,Skoda,Octavia,0,Blue,102995,4,19750
1436,Volkswagen,Golf,0,Pure White,4000,0,30945
1437,Volkswagen,Passat,0,Red,112651,3,20950
1438,Volkswagen,Tiguan,0,Black,60943,3,25950
1439,Ford,Focus,0,Blue,100237,3,14950
1440,Audi,Q3,1,Chronos Grey,5,-1,45885
#1441,Kia,XCeed,0,Blue,$,0,25995
1442,Hyundai,Tucson,0,Grey,61000,3,20995
1443,Audi,A4,0,Silver,88512,3,21950
1444,Toyota,YARIS,0,Fire Red Finish,26599,1,15299
1445,Toyota,Landcruiser,0,Silver,470000,14,6950
1446,Volkswagen,Tiguan,0,Red,54158,4,23500
1447,Mazda,Mazda6,0,Red,75560,2,21995
1448,Hyundai,Tucson,0,Silver,63891,4,99999
1449,Citroen,C4 Cactus,0,Grey,32999,1,17995
1450,Nissan,Qashqai,0,Black,23979,3,17450
1451,Toyota,Avensis,0,Blue,198330,4,10850
1452,Audi,Q2,0,Ibis White,5,-1,34990
1453,Volkswagen,Passat,0,Red,99313,3,19500
1454,Ford,Transit Tourneo,0,White,90121,15,6450
1455,Mercedes-Benz,A-Class,0,Blue,112007,6,16000
1456,Dacia,Sandero,0,Grey,77207,3,9995
1457,Renault,Captur,0,Red,36769,1,17950
1458,Skoda,Superb,0,Blue,26360,2,24495
1459,Volkswagen,Passat,0,Grey,83684,3,18950
1460,Hyundai,ix35,0,Bronze,102679,5,15495
1461,Mercedes-Benz,CLA-Class,1,White,2300,0,40900
1462,Volkswagen,Tiguan,1,Red,65981,2,36500
1463,Renault,Captur,0,Blue,24033,1,17450
1464,Vauxhall,Astra,0,Grey,112500,4,10900
1465,Audi,Q5,1,Daytona Grey,5,-1,66063
1466,Opel,Astra,1,Black,12095,2,18500
1467,Ford,Galaxy,0,Silver,227457,7,13500
1468,Volkswagen,Golf,0,Red,65441,3,17500
1469,Toyota,Corolla,0,Night Sky Black,55510,2,19995
1470,Mercedes-Benz,E-Class,1,Black,28179,2,34945
1471,BMW,5 Series,1,Black,113456,4,21950
#1472,Nissan,Qashqai,0,Grey,$,1,24995
1473,Toyota,Avensis,0,Lunar Silver Metallic,92348,2,18888
1474,Renault,Kadjar,0,White,22577,1,24450
1475,Renault,Kadjar,0,Blue,12934,1,24450
1476,Ford,Focus,0,Silver,33500,5,13500
1477,Renault,Megane,0,Gold,171386,7,6750
1478,Ford,Kuga,0,Black,69200,4,17450
1479,Audi,A6,1,Vesuvius Grey,10,-1,76053
1480,Nissan,Qashqai,0,Brown,109820,5,14995
1481,Volkswagen,Tiguan,0,Black,208800,10,8500
1482,Toyota,Auris,1,Avantgarde Bronze Metallic,34202,4,16899
1483,Nissan,Qashqai,1,Brown,44925,2,22995
1484,Renault,Kadjar,0,Grey,14765,1,25450
1485,Audi,A3,0,Navarra Blue,5,-1,38570
1486,Mercedes-Benz,E-Class,1,Black,145371,4,21995
1487,Mercedes-Benz,C-Class,1,Grey,73285,2,27900
1488,Volkswagen,Tiguan,0,Grey,113569,5,15950
1489,Volkswagen,Golf,0,Blue,182265,4,13950
1490,Daihatsu,Terios,0,Silver,195992,15,2500
1491,Skoda,Kodiaq,0,Blue,143228,3,29495
1492,Nissan,Leaf,1,White,5,-1,25595
1493,Mazda,CX-5,1,Blue,61000,5,18950
1494,Volkswagen,Arteon,1,Grey,71700,1,38500
1495,Mercedes-Benz,E-Class,1,Black,187233,4,22900
1496,Volkswagen,Golf,1,Silver,183460,3,15750
1497,Volkswagen,Polo,1,White,83885,5,12750
1498,SEAT,Alhambra,0,Blue,58999,2,30495
1499,Lexus,IS300H,1,Grey,131963,3,22925
1500,Volkswagen,T-Cross,0,Silver,43391,1,23500
1501,Volkswagen,Tiguan,0,White,138400,4,16995
1502,Toyota,Corolla,1,Ultra Silver Metallic,13699,0,28399
1503,Volkswagen,Golf,0,Black,51498,3,19495
1504,Hyundai,i10,0,Blue,1500,0,16995
1505,Kia,Venga,0,Grey,262704,3,6995
1506,Hyundai,Tucson,0,White,75002,3,20495
1507,Volkswagen,Golf Plus,0,Silver,277582,8,7500
1508,Toyota,Prius,1,Black,112000,5,12950
1509,Skoda,Octavia,0,Black,138078,3,14950
1510,Volkswagen,Touran,0,Black,134347,4,17500
1511,BMW,3 Series,1,Black,34894,2,27995
1512,BMW,5 Series,1,Bluestone,63406,1,37950
1513,Honda,Civic,0,Blue,68120,2,17950
1514,Ford,Mondeo,0,Black,153849,3,14950
1515,Audi,A6,0,Grey,282313,10,6950
1516,Volkswagen,Polo,0,White,20,0,21500
1517,BMW,3 Series,1,Black,86902,3,21945
1518,Renault,Captur,0,Grey,28556,1,17450
1519,Opel,Corsa,0,Grey,55880,2,12000
1520,Skoda,Superb,1,Brown,195208,4,13950
1521,Volkswagen,Sharan,1,Silver,11758,0,39945
1522,Volkswagen,Golf,0,Blue,46044,3,18500
1523,Audi,Q3,1,Navarra Blue,5,-1,47900
1524,Volkswagen,Golf,1,Black,135382,6,13500
1525,Toyota,RAV4,1,Silver Metallic,10002,0,36495
1526,Volkswagen,Golf,0,Grey,126475,6,12500
1527,Skoda,Octavia,1,Blue,186679,5,12500
1528,Toyota,Corolla,1,Ultra Silver,6300,0,24495
1529,Volkswagen,Jetta,0,Black,108678,5,13000
1530,Volkswagen,Tiguan,0,Brown,73439,4,23000
1531,Toyota,AYGO,0,Red,25366,1,10950
1532,Volvo,XC90,1,Grey,107525,3,44950
1533,Volkswagen,Jetta,0,Grey,96495,4,15000
1534,Mercedes-Benz,E-Class,1,Grey,36499,2,35995
1535,Volkswagen,Tiguan,0,Red,117000,3,23000
1536,Skoda,Superb,1,Black,50788,1,24500
1537,Skoda,Superb,0,Brown,157711,4,18450
1538,Lexus,CT200H,1,Dark Blue,5,0,35945
1539,Toyota,Avensis,0,Black,172482,4,14250
1540,Renault,Megane,0,Blue,28302,1,17950
1541,Audi,Q7,1,Daytona Grey,5,-1,108384
1542,Mercedes-Benz,E-Class,1,White,55360,3,35950
1543,Volkswagen,Tiguan,0,Atlantic Blue,84000,2,26945
1544,Renault,Captur,0,Red,15871,1,17450
1545,Nissan,Qashqai,0,Black,98167,4,16950
