Brands,Models,Transmission,Colour,Mileage,Year,Prices,
20,111,1,123,13000,1,36495,0.004235114
9,216,0,8,199851,6,9500,0.912972577
31,187,0,55,24100,1,31945,0.535972711
31,47,1,51,24691,2,23500,0.965784745
1,5,1,8,70005,3,21945,0.046888679
9,190,0,123,152884,4,14950,0.959569781
9,213,0,101,2,0,15750,0.404430534
19,108,0,123,143167,7,13750,0.85352895
18,65,1,26,12,-1,61830,0.65315563
26,178,0,51,52999,2,22495,0.794742641
31,184,0,51,58381,2,31000,0.709674014
31,81,0,51,126475,6,12500,0.295456495
28,179,0,101,80491,7,7900,0.217899034
29,33,1,3,4000,0,28395,0.025095123
31,81,0,51,43702,4,17500,0.114995499
13,51,0,109,77777,4,12995,0.638004615
24,50,0,80,27878,1,17450,0.19903179
15,43,1,51,173804,9,11950,0.266375365
25,22,0,98,70325,2,16995,0.150648715
31,138,0,8,221897,8,8500,0.706649702
29,26,1,51,76400,2,17950,0.097151754
26,104,1,51,40000,1,40000,0.292682381
18,53,0,109,144824,3,13750,0.65354248
21,86,0,40,37500,1,22950,0.113471555
0,10,1,2,24461,2,56950,0.861702184
13,177,0,101,$,0,20995,0.565510983
7,107,0,8,69200,4,17450,0.012313356
7,123,0,51,135149,3,15950,0.463391886
24,101,0,8,97550,2,17950,0.794008606
31,184,0,101,54158,4,23500,0.967272401
20,144,1,8,91576,5,15495,0.942308754
9,215,0,123,74609,3,13900,0.490249133
24,101,0,51,37210,1,20950,0.494383312
9,168,1,123,17000,1,46995,0.969877702
3,84,1,12,53107,3,18950,0.581476446
21,24,0,8,219509,4,8950,0.283781713
1,5,1,12,107076,3,23950,0.462894291
18,32,1,8,52249,2,29495,0.039633875
31,135,0,51,20,0,37950,0.398211831
25,112,0,51,89363,5,12495,0.946934504
8,42,0,109,120698,3,20750,0.480466484
7,161,0,123,186679,8,9900,0.332895413
20,144,0,109,141230,5,14995,0.159162018
9,213,0,12,1500,0,16995,0.185477035
29,146,0,109,110768,4,18495,0.897686829
6,31,0,12,2,12,1950,0.298661735
31,98,0,109,81600,4,14500,0.181714007
15,147,1,112,28385,1,49945,0.266865604
13,173,0,51,109999,4,26995,0.128117575
31,81,0,8,53769,2,21945,0.354720219
25,22,0,101,19,0,21495,0.24554304
29,139,1,42,38503,2,23999,0.7726306
8,55,0,12,147190,4,12950,0.645908527
31,98,0,51,116835,3,16945,0.578990091
21,24,0,51,51150,2,13950,0.812965842
31,81,0,8,51498,3,19495,0.665008559
13,176,0,109,40233,3,19995,0.795649997
7,161,0,8,262316,9,7450,0.674048006
21,95,0,51,46928,4,13500,0.514971866
31,23,0,51,52993,2,99999,0.503168982
20,144,0,8,149900,5,8000,0.661839912
20,144,0,8,86902,4,15995,0.791102872
7,71,0,12,54716,4,14450,0.124071665
21,24,1,8,12095,2,18500,0.340661388
24,101,0,12,12934,1,24450,0.966842659
0,7,0,12,10,-1,37955,0.479669919
31,98,0,18,113600,5,12500,0.859814219
29,57,1,88,5,0,28200,0.282402346
13,176,0,123,136589,5,15500,0.235731146
21,122,1,123,29901,2,22950,0.869115062
29,33,0,51,54176,2,19950,0.123211695
31,184,0,123,138400,4,16995,0.815777196
13,159,0,8,201163,12,2450,0.785731786
7,69,0,109,106214,3,12750,0.33988013
3,30,0,8,9000,0,12393,0.617797917
31,184,0,123,147364,5,15000,0.813913769
26,169,0,12,16,0,25495,0.194875137
13,195,0,109,40836,4,11995,0.894499626
1,200,1,8,32757,2,43950,0.875011569
31,81,1,8,135382,6,13500,0.113244567
32,203,1,101,$,-1,56591,0.122806919
31,181,0,8,100,0,28945,0.861218861
25,25,0,7,60000,2,23995,0.236526746
7,155,0,109,56326,2,25750,0.308111044
31,135,0,109,115226,4,18500,0.183315594
3,84,0,123,72419,5,14950,0.770851544
15,43,1,61,20948,2,27945,0.971644994
21,86,0,12,41275,1,23500,0.69146912
31,98,0,8,125006,4,13500,0.327965831
32,203,1,123,$,-1,53362,0.690965349
29,210,0,109,123916,12,3950,0.801770024
3,174,0,1,45060,2,27900,0.160951802
29,57,0,117,39206,2,16495,0.891069039
24,119,0,51,17,1,18950,0.366093688
24,50,0,123,12010,1,17450,0.216976255
31,180,0,12,$,0,26500,0.60512652
31,81,0,101,165758,5,11950,0.187206922
25,92,0,123,10,0,18995,0.366898958
21,24,0,101,59608,3,14500,0.737548663
13,176,0,123,50300,2,24995,0.522628309
26,126,0,18,123422,3,14495,0.745086668
7,123,0,51,98167,4,16495,0.56811269
26,178,0,12,171551,4,13950,0.126773726
0,8,1,23,5,-1,47882,0.578579987
31,81,0,101,108495,3,11500,0.869537402
29,57,1,119,17000,0,27999,0.714702608
29,146,1,8,85829,3,25950,0.780649195
0,4,1,2,41681,3,28450,0.284414375
26,178,0,123,63149,2,22495,0.790390808
0,0,0,23,5,-1,29868,0.213782405
1,9,1,12,12849,0,47995,0.990962419
29,57,1,119,13699,0,28399,0.826637281
21,58,0,101,42295,3,12000,0.66948453
0,8,1,26,10,-1,52700,0.503566301
3,84,0,12,94949,3,15950,0.89447819
0,2,0,30,28002,3,23950,0.76418611
15,151,1,112,5,0,79945,0.795194464
24,212,1,12,49000,1,19950,0.16735824
24,101,0,51,72419,4,15950,0.222152251
0,1,1,26,2,-1,40701,0.340854042
31,184,0,101,21147,3,27500,0.753932977
31,23,1,123,25387,1,38945,0.871585173
7,71,0,109,56000,4,14500,0.040310002
31,81,0,123,19341,0,29500,0.748915212
31,180,0,123,28000,0,28000,0.493571016
20,144,0,51,103699,4,15950,0.252718481
29,140,1,83,85000,6,15750,0.902318959
26,104,0,12,143228,3,29495,0.613559269
0,4,1,7,2,-1,56527,0.547849894
0,3,0,15,52809,3,24995,0.262363938
29,26,0,109,118259,6,11900,0.15037772
29,33,1,12,120698,3,19950,0.882340158
7,71,0,123,128775,3,14500,0.141796901
29,57,0,8,205000,13,3000,0.847347019
14,60,0,51,65124,1,39750,0.509037232
9,215,1,8,$,3,15950,0.214181933
26,103,0,12,46980,2,23495,0.562057314
32,204,0,18,$,2,55995,0.983235371
0,2,1,30,41198,3,24450,0.551777181
0,2,0,2,185874,3,17950,0.65685787
26,126,0,8,109432,3,15950,0.00183396
3,84,0,101,112638,6,10750,0.054993258
21,95,0,109,170586,7,6850,0.220632019
20,144,0,109,177479,7,8500,0.816576122
31,46,0,51,127753,2,13000,0.883858499
22,158,0,51,200,0,28995,0.302480254
0,9,1,5,39790,1,48945,0.36482355
31,98,0,51,131700,5,10950,0.827566211
18,15,0,123,$,-1,33580,0.185347031
1,9,1,8,75637,5,20995,0.583573359
1,200,1,8,87348,4,27995,0.95162355
26,103,0,51,54999,2,24995,0.099936748
26,126,0,12,102995,4,19750,0.330922815
31,184,0,51,130122,3,22950,0.253737761
21,95,0,31,13784,0,32500,0.685665501
9,190,0,123,53107,3,21995,0.475999678
29,140,1,109,121000,5,14950,0.156560303
0,148,1,71,2,-1,193000,0.69624411
31,184,0,18,73439,4,23000,0.017310847
29,210,0,101,62794,4,12950,0.130906514
32,205,1,51,102351,5,38995,0.991537345
19,17,0,51,72419,3,17950,0.030043637
21,58,0,12,91667,5,9950,0.113534748
31,81,0,51,20,0,33500,0.064087008
29,210,1,51,34021,1,18000,0.377684742
18,77,1,51,1704,0,66900,0.592670982
15,79,1,68,63795,2,35945,0.610752175
17,118,0,101,75560,2,21995,0.820291164
31,138,0,8,31000,4,13000,0.153023768
7,71,0,109,58500,3,13950,0.28434561
20,144,0,12,159017,6,11995,0.248709181
31,135,0,12,105765,3,20500,0.109893865
31,48,1,51,41842,2,29500,0.352991562
29,139,1,119,71980,2,22999,0.351738308
22,3,0,51,44500,2,14450,0.844794542
29,26,0,109,189000,7,6950,0.606594675
31,171,0,109,95125,4,23950,0.604776851
9,190,0,51,172000,4,15995,0.039600594
13,206,0,51,105,0,22995,0.749440698
24,50,0,51,67081,3,14950,0.78870098
27,129,1,51,52000,1,38995,0.759908549
20,144,0,8,159000,6,10950,0.611532619
23,14,0,12,167367,18,22750,0.874927094
8,55,0,12,119088,4,14450,0.500461447
31,138,0,105,$,0,20945,0.403095825
31,135,0,18,141272,7,10000,0.111143524
18,15,0,12,45542,3,99999,0.228854325
26,211,0,8,72380,3,17950,0.454163849
7,80,0,111,51015,1,35950,0.978471768
29,57,1,63,51473,1,25499,0.297651149
31,23,1,33,9921,1,39845,0.582644668
7,107,0,12,48279,3,20450,0.812729639
32,163,0,12,195559,4,12995,0.28307989
25,19,0,8,130000,5,19950,0.812509754
32,202,0,123,10000,0,36995,0.771862644
29,139,1,42,62124,2,23499,0.76021633
0,1,0,6,5,-1,37600,0.593287565
0,4,1,2,91730,2,31495,0.704996614
18,65,1,109,65260,5,17945,0.069926518
0,2,0,16,233670,7,12950,0.380497481
26,68,0,101,67591,3,11500,0.560700206
7,71,0,51,64023,3,14950,0.240908382
21,16,0,123,59704,3,9500,0.208122852
31,135,0,51,126652,3,17450,0.366823645
7,71,0,101,75637,3,16495,0.333660983
26,126,0,12,36285,1,22995,0.128727468
13,177,0,51,$,0,22995,0.218742279
0,4,1,33,10,-1,76053,0.584318485
31,98,0,8,108678,5,13000,0.590779855
14,153,1,123,108300,4,32950,0.906674052
9,214,0,12,167781,9,5950,0.417338447
31,98,0,8,65624,3,17945,0.860434366
31,135,0,8,117823,5,13500,0.884686763
31,98,0,51,102801,6,12500,0.060934604
14,60,1,9,66000,2,51750,0.925959533
20,144,0,11,71614,2,19950,0.726663214
32,164,1,8,$,-1,55948,0.483332779
31,138,0,104,30,0,18945,0.24569303
3,84,1,12,62092,2,19950,0.155197236
0,8,1,26,5,-1,47801,0.389822957
24,50,0,101,36769,1,17950,0.490765246
7,71,0,8,131963,4,11995,0.1585089
7,71,0,8,166400,3,12950,0.365311762
29,26,0,48,63789,2,17999,0.417856909
31,81,0,96,4000,0,30945,0.341597081
31,184,0,123,268573,7,11500,0.9951616
0,2,0,15,57999,5,16450,0.262721003
18,32,1,51,102995,3,26495,0.800278838
18,32,1,101,105892,3,24945,0.967637867
24,56,0,101,100,0,17850,0.453055095
32,163,0,123,153275,6,11495,0.434958045
26,126,0,51,146446,5,12950,0.031544213
18,15,0,8,30,-1,37800,0.196010863
7,71,0,36,11426,3,15950,0.77436801
18,32,1,51,25483,2,30900,0.244184884
9,190,0,51,141002,4,15995,0.979647376
4,64,0,51,11941,1,19495,0.260874483
31,184,0,46,39029,2,31950,0.704917193
18,32,0,109,197944,7,13450,0.981118384
18,40,1,51,10,-1,44300,0.953933015
13,125,1,12,66625,2,22995,0.684459501
24,56,0,12,28996,1,15950,0.451940417
0,7,0,18,10,-1,37955,0.63982801
0,3,1,17,5,-1,53144,0.238249959
7,71,0,12,26056,2,17995,0.846763725
13,176,0,109,196920,8,11000,0.915591888
29,26,0,109,111000,5,11900,0.100208068
32,205,1,39,80143,3,45950,0.712719745
24,101,0,12,22518,1,24450,0.678009496
31,135,0,12,146446,3,18950,0.129745375
3,84,1,101,201163,11,4250,0.492202598
17,118,0,101,175414,4,11725,0.947196613
26,178,0,18,59544,2,23500,0.365869214
18,32,1,8,34000,1,38745,0.258290277
29,57,0,119,54759,2,18399,0.865305467
22,11,0,51,4998,0,35995,0.304975631
29,33,1,51,46114,1,25950,0.847642296
25,22,0,8,2,0,23995,0.033905915
31,171,0,55,88000,3,26945,0.40441084
21,24,0,12,105000,3,12500,0.075507074
13,206,0,12,$,0,24995,0.648200832
9,215,0,51,40000,1,20495,0.033097575
26,68,0,51,22530,2,14500,0.922939096
9,216,0,12,167367,8,8450,0.521782532
31,138,0,8,78965,3,13000,0.828768688
31,81,0,109,228521,6,12450,0.436240848
24,85,0,51,15643,1,25450,0.781904384
29,49,1,109,185000,6,13450,0.000539204
24,101,0,101,75637,4,16950,0.75314281
18,77,1,8,15952,0,55900,0.191202472
0,4,1,33,2,-1,65667,0.90730155
31,81,1,33,16465,1,28945,0.681736553
31,81,1,51,53295,2,25500,0.236575486
26,68,0,51,109000,5,9495,0.426012177
7,71,0,8,190791,5,10450,0.225914123
31,98,0,12,87548,3,16500,0.360818722
31,184,1,101,65981,2,36500,0.183699254
31,187,1,12,83649,3,28500,0.447259873
32,203,1,12,$,0,54995,0.104246749
31,135,0,51,122000,6,11950,0.017802771
3,36,0,8,56546,5,11950,0.03879685
31,135,0,101,163986,6,11950,0.668370735
3,36,0,51,76999,5,10995,0.096958777
1,5,1,123,94949,3,23945,0.974497416
0,4,1,3,120376,3,24950,0.143185874
21,24,0,101,158300,12,2600,0.553804604
31,135,0,12,241719,6,11500,0.292520269
18,32,1,51,22001,0,38995,0.386013066
21,24,0,12,105000,3,12500,0.303601176
7,71,0,123,74564,2,16500,0.957393435
4,113,0,51,22,0,17250,0.518725553
31,135,0,109,159000,4,15000,0.821902057
29,146,0,3,102900,5,17395,0.555188272
9,213,0,123,39000,1,13495,0.411703138
20,99,0,51,37141,3,15995,0.090320916
31,184,0,96,26645,0,37945,0.830755855
29,49,1,109,102000,6,13950,0.612436645
28,93,1,50,129000,5,11450,0.043007673
18,65,1,51,90811,3,28900,0.997594433
20,111,1,101,72000,2,20495,0.658780438
31,184,0,109,94668,4,22500,0.881584899
1,9,1,12,35421,1,37945,0.319982822
8,55,0,51,86902,9,7950,0.350659631
9,213,1,123,93634,7,7950,0.610531901
26,178,0,51,140300,3,15950,0.960049381
19,17,0,125,161900,9,6950,0.240427821
31,135,0,123,132569,3,18500,0.813699895
4,167,0,8,13100,1,13950,0.155246835
7,71,0,51,107823,4,12995,0.792045209
31,89,1,123,3,0,41500,0.349081579
29,57,1,74,200,0,25495,0.162179225
0,8,1,8,5,-1,47801,0.968334948
11,209,1,12,199009,13,6950,0.826245189
3,36,0,51,32999,1,17995,0.270126816
32,192,1,123,36343,2,23995,0.288800338
20,144,0,18,112000,5,13995,0.370028363
22,6,0,51,76699,2,25995,0.102938629
31,184,0,51,132269,3,22950,0.515500699
13,195,0,109,67546,8,6995,0.785316222
26,68,0,51,100903,3,11995,0.719058964
4,64,0,51,30098,1,19450,0.989871708
26,126,0,51,189500,5,11995,0.611503084
31,184,0,12,68313,2,31500,0.16546299
9,218,0,17,102679,5,15495,0.943196771
7,71,0,109,49859,2,17950,0.932019114
20,144,0,101,116300,4,17495,0.981553193
0,1,0,12,10,-1,38997,0.984172505
13,173,0,51,98000,2,29495,0.632529544
32,205,1,8,78999,2,52995,0.926997799
26,178,1,51,86902,3,19500,0.012906024
18,40,1,51,25565,1,35900,0.063858589
25,92,0,51,2,0,18995,0.661306036
31,81,0,8,161430,6,12995,0.21745578
0,4,1,7,5,-1,56099,0.80996753
20,121,0,12,36823,1,13995,0.760841103
9,216,0,8,210657,6,10950,0.707609531
0,2,0,2,84500,3,22950,0.613320906
31,135,0,101,112651,3,20950,0.895585461
29,140,1,109,152000,6,12950,0.643247751
3,36,0,51,32999,1,17995,0.594166888
26,126,0,16,77400,2,15950,0.713256927
9,190,1,46,34146,3,23495,0.505297483
31,184,0,116,85293,3,23900,0.056279308
28,197,0,8,61079,1,18950,0.379133876
18,77,1,8,59681,2,39900,0.411527698
17,45,1,12,61000,5,18950,0.532090819
31,81,0,52,74350,2,21900,0.399853628
31,135,0,51,83684,3,18950,0.947870597
26,178,0,123,143228,3,16950,0.026234198
0,4,0,31,78603,4,23950,0.843118934
31,98,0,12,35395,2,19500,0.471769828
6,63,0,123,278409,19,4500,0.91090183
9,215,0,109,54306,2,17750,0.852511203
24,50,0,101,15871,1,17450,0.703634883
18,40,0,8,52235,2,26900,0.417154143
0,3,0,2,217566,10,7945,0.646144593
29,26,0,117,49108,2,18995,0.211860728
26,68,0,101,109432,8,7500,0.292544339
0,4,1,26,5,-1,62262,0.579823524
29,26,0,17,82958,4,14950,0.751478324
20,144,0,51,28326,1,23495,0.910218727
29,26,1,38,63965,3,17999,0.529687521
0,2,0,32,167367,4,16950,0.600322168
26,68,0,101,2500,4,12500,0.626363162
31,184,0,18,108017,5,15950,0.597180444
26,178,0,109,151596,3,16950,0.230887028
31,98,0,109,155637,5,12500,0.699627757
31,46,0,123,196716,6,7450,0.226376771
21,120,0,123,25749,3,12850,0.001131229
31,184,0,12,51646,3,26500,0.279857424
24,50,0,12,24033,1,17450,0.765072085
4,64,0,8,30556,1,18450,0.260331561
29,210,0,51,69369,8,7450,0.723398614
3,84,0,51,136791,4,16950,0.131264225
0,2,0,17,40600,4,24950,0.387295223
21,58,0,23,51419,4,11000,0.847244282
29,210,0,43,26599,1,15299,0.081723526
31,81,0,8,105329,4,15500,0.756080337
24,119,0,12,8891,1,16950,0.663038338
11,207,0,8,11100,1,37950,0.613136685
0,1,0,2,39106,3,19950,0.368943965
18,65,1,18,75600,2,32900,0.261911295
29,57,0,51,185010,9,6500,0.280705069
9,190,0,51,61000,3,20995,0.239805331
31,181,0,12,18,0,31000,0.247320917
18,65,1,123,55360,3,35950,0.323230394
24,56,0,51,41314,1,13950,0.840674022
26,126,0,123,48279,2,24500,0.059177593
0,2,0,2,143871,3,19950,0.253951006
21,24,0,109,62763,2,13725,0.950749874
24,50,0,101,32954,1,17450,0.920088629
7,71,0,51,104605,3,13900,0.148243326
0,149,1,70,5,-1,198790,0.201587601
24,50,0,51,28762,1,17450,0.467260174
0,3,0,34,58579,3,27750,0.061221415
15,151,1,112,58000,2,52945,0.242864008
18,160,1,59,108860,4,37845,0.807786223
9,190,0,51,68000,4,18995,0.063492734
24,56,0,123,39555,1,13950,0.90342522
0,1,0,2,58047,3,17750,0.454732454
31,81,0,8,128785,4,15500,0.318639204
13,176,0,8,128973,8,12000,0.252232181
31,81,0,101,136353,3,16500,0.434858432
29,26,1,6,34202,4,16899,0.851996445
29,33,1,2,25504,1,26995,0.102256742
31,23,1,109,14126,1,39945,0.949685208
26,126,1,12,143999,7,9495,0.782910781
31,171,1,109,11758,0,39945,0.127387626
18,65,1,123,98167,5,20995,0.469671529
24,50,0,51,38917,1,16450,0.591508008
31,81,0,24,88582,3,19945,0.938977812
18,191,1,8,44,-1,77900,0.753944096
21,95,1,106,5282,0,34500,0.515659752
9,106,0,80,35199,1,18750,0.203711727
26,68,0,6,48221,4,10499,0.400636765
20,99,0,51,101223,4,13495,0.63018435
29,140,1,95,20803,1,32495,0.590771835
31,81,0,8,102630,4,17500,0.362876929
0,3,1,7,5,-1,53144,0.793566661
28,197,0,123,46399,4,15995,0.160032394
9,190,0,123,74000,3,18995,0.054106785
30,95,0,12,303713,9,2500,0.656132941
20,144,0,51,98167,3,18900,0.601016675
29,33,0,74,106420,3,17495,0.695942557
24,101,0,12,25336,1,23450,0.772494788
31,81,1,8,128200,4,16450,0.277332932
31,81,0,12,182265,4,13950,0.796486102
0,11,1,7,5,-1,96813,0.996996865
31,135,0,8,88512,4,19945,0.908290897
29,210,0,117,15102,0,16995,0.650046867
18,32,1,8,128156,3,29495,0.128891701
29,26,1,101,24140,4,17900,0.325862209
32,192,0,109,77411,3,17995,0.709810433
1,9,1,51,25765,2,34945,0.673548513
9,96,1,8,1000,0,34950,0.602704586
31,81,0,123,56875,2,21950,0.563236439
9,190,0,12,65655,3,20950,0.308492271
31,135,0,8,48362,2,25500,0.038127757
20,99,0,51,7946,0,22995,0.857705264
31,184,0,109,160594,4,19950,0.104639018
24,101,0,101,109321,2,18250,0.579011371
31,184,0,123,159523,5,15500,0.091182393
8,42,0,51,69141,3,22950,0.868360141
31,138,0,51,59435,7,10500,0.000557794
13,176,0,7,145000,4,16995,0.282350207
31,138,0,109,86260,5,12500,0.258571216
31,98,0,8,86644,4,14500,0.176427207
26,104,1,8,54716,3,31495,0.297634852
31,46,0,109,73605,4,12000,0.502518943
7,69,0,12,238176,10,5250,0.51648794
24,101,0,123,22577,1,24450,0.01969137
25,22,0,121,30100,1,18950,0.751870874
9,190,0,12,106000,4,16995,0.657832034
0,2,0,15,114260,4,18495,0.966732389
31,135,0,101,99313,3,19500,0.803592067
31,135,1,123,124681,3,23950,0.95152228
9,190,0,123,38350,1,28950,0.338566457
1,5,1,8,143261,3,20945,0.56969847
20,99,0,101,95338,4,12995,0.691907513
31,81,1,12,102995,3,19945,0.554028835
17,118,1,12,118284,4,16495,0.035320008
7,107,0,109,35700,1,25950,0.142209195
31,135,0,109,45060,2,25500,0.865172677
13,127,0,123,13769,1,28995,0.382079208
